adult_no,child_no,weekend_nights_no,weekday_nights_no,lead_time,avg_price_per_room,special_requests_no,month,prev_show_rate,canceled
2,1,1,2,103,108.34,1,7,0.5,0
2,0,0,2,39,75.8,1,2,0.5,0
2,1,0,2,311,112.5,1,12,0.5,1
2,0,0,1,5,124,2,8,0.5,0
2,0,0,1,0,109,0,3,0.5,0
2,0,2,10,310,68.57,2,12,0.5,1
2,0,0,2,257,101.5,0,7,0.5,1
2,0,0,1,23,89,0,6,0.5,1
2,0,0,2,8,67,0,3,0.5,0
2,0,0,1,35,113.4,1,11,0.5,0
1,0,0,2,377,90,0,10,0.5,1
1,0,0,1,37,116.1,0,5,0.5,0
2,0,0,3,36,64,0,2,0.5,0
2,0,1,1,218,69.33,0,8,0.5,1
2,0,1,2,273,95,0,5,0.5,1
2,0,0,1,56,120,0,6,0.5,0
2,0,2,5,197,97.02,0,8,0.5,1
2,2,2,4,228,136.19,1,12,0.5,1
1,0,0,2,188,130,0,6,0.5,1
2,0,1,2,305,89,0,11,0.5,1
1,0,0,2,14,80.08,0,5,0.5,0
1,0,0,2,103,115,0,4,0.5,1
2,0,2,1,220,172,0,9,0.5,1
2,0,2,3,24,94.86,1,9,0.5,0
2,0,1,0,0,89,0,5,0.5,0
2,0,0,2,53,135.9,3,9,0.5,0
2,0,2,1,92,100,0,3,0.5,1
2,0,2,1,44,95,1,4,0.5,0
2,0,1,2,101,100.2,4,10,0.5,0
2,0,2,1,79,126.9,0,4,0.5,1
2,0,1,2,160,129,1,6,0.5,1
2,0,1,2,118,96.3,1,6,0.5,0
2,0,0,2,30,116.1,1,5,0.5,0
2,0,0,4,323,112,1,5,0.5,1
2,0,1,3,183,96.3,1,10,0.5,0
2,0,2,2,40,185.28,0,12,0.5,1
2,0,0,2,111,127.8,0,8,0.5,0
2,0,2,2,47,58.94,2,1,0.5,0
2,0,2,3,153,143.1,0,9,0.5,1
2,0,0,1,20,104,1,11,0.5,0
1,0,0,2,188,130,0,6,0.5,1
2,0,1,3,53,88.4,0,11,0.5,0
2,0,1,2,124,80.75,0,5,0.5,0
2,0,0,3,38,116.65,1,10,0.5,0
2,0,2,4,82,114.3,1,7,0.5,0
2,0,0,4,233,81.81,1,8,0.5,1
1,0,0,3,66,93.6,3,11,0.5,0
2,0,0,2,39,101.5,0,8,0.5,0
2,0,1,5,107,141,0,7,0.5,1
3,0,0,1,71,0,4,10,1,0
2,0,0,4,112,76.5,0,7,0.5,1
1,0,1,2,180,120,0,10,0.5,1
3,0,0,2,30,98.1,0,11,0.5,0
1,0,2,1,116,85,0,2,0.5,0
2,0,1,3,5,109,1,3,0.5,0
2,0,0,1,3,107,1,11,0.5,0
2,0,2,2,204,72.75,0,10,0.5,0
2,2,2,2,125,210.6,1,9,0.5,1
1,0,0,3,37,95,0,10,0.5,0
2,0,0,3,105,75,0,10,0.5,1
3,0,2,2,38,151.47,0,8,0.5,1
2,1,0,2,91,148.5,1,8,0.5,0
2,1,1,1,119,109.8,0,12,0.5,1
2,2,2,0,22,177,0,12,0.5,0
1,0,0,2,99,80.5,0,2,0.5,0
2,0,2,3,1,156,1,10,0.5,0
2,0,0,1,39,65,0,12,0.5,0
2,0,0,2,345,78.3,2,12,0.5,1
2,0,1,0,93,116.1,0,5,0.5,1
2,0,0,4,163,104.4,2,10,0.5,1
2,0,3,6,87,72.25,0,7,0.5,0
2,0,0,2,96,82.45,0,8,0.5,0
2,0,2,2,110,118.06,0,7,0.5,0
2,0,1,1,31,107.1,0,6,0.5,1
2,1,2,5,132,100.3,0,12,0.5,1
2,1,0,2,31,152.1,1,8,0.5,1
1,0,0,2,102,87,0,10,0.5,1
2,0,1,2,1,85,0,2,0.5,0
1,0,2,4,69,120,0,6,0.5,1
2,0,0,2,67,81.9,2,11,0.5,0
2,0,1,4,187,80.75,0,9,0.5,0
1,0,1,4,0,95,2,11,0.5,0
2,0,0,2,9,243,2,10,0.5,0
2,0,1,3,252,53.47,1,12,0.5,0
1,0,0,3,37,95,0,10,0.5,0
2,1,0,3,184,125.1,0,10,0.5,1
2,0,2,2,169,106,0,4,0.5,1
2,0,1,1,5,90,0,10,0.5,0
1,0,0,2,103,115,0,4,0.5,1
2,0,0,3,12,65,0,8,0.5,0
2,0,0,2,28,149.4,1,8,0.5,1
2,1,0,2,0,81,2,8,0.5,0
2,0,0,2,11,115,0,4,0.5,0
2,0,0,3,213,130,0,6,0.5,1
1,0,1,4,150,80,0,1,0.5,0
1,0,0,1,0,45,0,1,0.5,0
1,0,0,1,9,114,1,12,0.5,0
2,0,0,2,74,101.5,0,9,0.5,0
2,0,1,1,180,100,1,5,0.5,0
2,0,2,4,22,159,2,9,0.5,0
1,0,1,1,89,96,2,12,0.5,0
2,0,1,4,51,67.5,0,7,0.5,0
2,0,0,2,79,75,0,11,0.5,0
1,0,1,5,349,80,0,10,0.5,1
2,0,0,3,213,130,0,6,0.5,1
2,1,0,4,37,135,2,8,0.5,0
3,0,0,4,155,115.68,1,8,0.5,1
3,0,0,4,92,78.54,1,3,0.5,0
2,0,2,2,88,112.01,1,5,0.5,0
1,0,0,2,123,126.3,1,5,0.5,0
2,0,0,1,72,108,0,9,0.5,0
2,0,0,3,1,111.65,1,9,0.5,0
2,0,2,2,24,119,1,9,0.5,1
3,1,2,2,70,173.35,0,4,0.5,0
2,0,1,2,280,110,0,9,0.5,1
2,0,2,0,119,96.3,1,6,0.5,0
2,0,2,3,190,59.16,0,12,0.5,0
2,0,0,1,146,114.3,1,8,0.5,0
3,0,1,1,171,137.7,0,8,0.5,1
2,0,0,5,129,47.2,0,12,0.5,0
2,1,0,2,84,121.5,2,7,0.5,0
2,0,1,0,5,75,1,12,0.5,0
2,0,0,1,113,76.5,2,8,0.5,1
2,0,0,3,37,105,0,10,0.5,0
2,0,0,3,213,130,0,6,0.5,1
2,1,0,1,0,159,2,6,0.5,0
2,1,0,3,123,139.5,2,8,0.5,1
2,0,2,1,102,48.67,2,1,0.5,0
3,0,2,2,160,141.18,1,7,0.5,1
1,0,0,4,34,104.4,1,8,0.5,0
2,0,0,1,130,61.25,0,2,0.5,1
2,0,0,2,17,130,2,11,0.5,0
2,0,0,2,377,115,1,10,0.5,1
2,0,1,0,10,100,0,6,0.5,1
2,0,1,0,286,90,0,10,0.5,1
2,0,1,0,0,99,0,5,0.5,0
1,0,0,1,2,66,0,1,0.5,0
1,0,1,2,219,76.67,0,9,0.5,0
2,0,1,2,32,131.4,0,4,0.5,1
2,0,1,2,5,200.33,2,10,0.5,0
2,0,0,2,245,75,0,6,0.5,1
2,0,0,3,71,72.25,1,8,0.5,0
1,0,2,0,80,81.9,0,4,0.5,1
2,0,0,1,88,126.9,1,4,0.5,0
2,0,0,1,0,115,2,9,0.5,0
2,0,0,4,92,70,0,10,0.5,0
2,0,0,2,96,79.2,3,11,0.5,0
2,0,1,0,13,85,1,3,0.5,0
2,0,2,1,138,94.5,0,8,0.5,1
2,0,1,2,21,109.23,1,6,0.5,0
2,0,1,3,47,88.52,1,4,0.5,0
1,0,1,1,8,103,1,11,0.5,0
2,0,0,1,1,89,0,3,0.5,0
2,0,2,1,221,65,0,10,0.5,0
2,0,3,5,248,80.75,0,10,0.5,1
1,0,2,3,75,84.96,2,10,0.5,0
2,0,1,3,63,63.75,1,3,0.5,0
2,0,0,2,65,94.5,0,3,0.5,1
2,0,1,3,77,99.96,0,10,0.5,0
2,1,0,2,3,111,2,2,0.5,0
2,0,0,3,19,90,0,10,0,0
2,0,0,1,80,96.3,1,6,0.5,0
2,0,2,5,189,109.77,2,8,0.5,1
1,0,0,2,192,95,0,6,0.5,0
2,0,1,1,61,105.3,0,7,0.5,1
2,0,0,1,11,130,1,11,0.5,1
2,0,1,0,151,200,0,6,0.5,1
2,0,0,2,7,125.8,0,12,0.5,0
1,0,0,3,19,80,0,10,0,0
2,1,2,2,84,134.1,0,8,0.5,1
2,0,0,2,19,100,0,6,0.5,0
2,0,0,1,69,149.4,0,9,0.5,1
2,0,0,3,88,117,1,5,0.5,0
2,0,1,0,12,85,0,7,0.5,1
2,0,0,3,24,96,0,2,0.5,1
1,0,0,2,74,80,0,9,0.5,0
2,0,2,1,11,81,1,2,0.5,0
1,0,0,1,4,137,1,5,0.5,0
1,0,0,2,188,130,0,6,0.5,1
3,0,4,6,119,155.7,0,8,0.5,1
2,0,1,4,117,82.45,0,4,0.5,1
2,0,0,1,105,75,0,4,0.5,1
1,0,3,6,2,91.67,0,12,0.5,0
2,0,2,3,35,83.9,1,3,0.5,0
2,0,1,2,84,89.25,2,10,0.5,0
1,0,0,2,8,108.57,1,5,0.5,1
2,1,4,8,171,110.5,2,7,0.5,1
2,0,0,3,37,105,0,10,0.5,0
2,0,1,5,129,132.3,0,10,0.5,1
1,0,0,3,8,56,0,3,0.5,0
1,0,0,2,377,90,0,10,0.5,1
2,0,0,1,49,69.52,1,12,0.5,0
2,2,0,1,10,153,1,8,0.5,0
1,0,2,4,69,120,0,6,0.5,1
2,2,0,3,67,185.1,0,4,0.5,1
2,0,2,2,23,136,0,3,0.5,1
2,0,0,1,0,195,0,8,0.5,0
2,0,0,3,78,80.75,0,10,0.5,0
3,0,0,3,5,187,1,7,0.5,1
2,2,0,1,0,156,0,8,0.5,0
2,0,1,1,144,81.08,1,7,0.5,0
2,0,0,2,52,125.1,1,9,0.5,0
2,0,0,3,13,90,2,8,0.5,0
2,0,1,5,35,128.4,0,6,0.5,1
3,0,0,3,133,137.7,2,7,0.5,0
2,0,0,1,7,114,1,10,0.5,0
2,1,0,1,3,77.6,0,11,0.5,0
2,0,4,6,93,129.51,0,10,0.5,1
2,0,0,3,34,224.67,0,9,0.5,1
2,0,2,5,195,112.2,2,8,0.5,1
2,0,0,1,103,116.1,0,6,0.5,1
2,0,2,1,73,60,0,12,0.5,0
2,0,0,2,29,152,2,10,0.5,0
1,0,0,2,6,87.78,0,7,0.5,1
3,0,1,2,97,150.3,2,8,0.5,0
2,0,2,2,33,90.52,1,10,0.5,0
2,0,2,3,268,80.75,0,10,0.5,0
1,0,0,2,0,101.7,1,6,0.5,0
2,0,1,2,4,140,1,10,0.5,0
2,0,2,2,179,113.4,0,9,0.5,1
2,0,0,5,29,78.6,1,10,0.5,0
1,0,0,1,0,0,1,2,0.5,0
2,0,2,1,30,117,2,9,0.5,0
2,0,0,2,93,103.5,0,6,0.5,1
1,0,2,2,3,110,0,9,0.5,0
3,0,0,4,72,119,2,12,0.5,0
1,0,0,1,84,65,0,9,0.5,0
2,1,0,1,1,173,0,2,0.5,0
2,0,1,5,41,70,0,12,0.5,0
1,0,0,1,8,95,1,4,0.5,0
2,0,1,3,65,76.93,0,3,0.5,1
2,0,1,3,127,90,0,4,0.5,0
2,0,2,3,49,72.25,2,6,0.5,0
2,0,1,2,273,76.46,1,10,0.5,0
2,0,0,2,74,101.5,0,9,0.5,0
2,0,0,1,25,65,1,12,0.5,0
1,0,0,3,29,67.5,1,11,0.5,0
2,0,1,3,86,76.5,0,7,0.5,1
1,0,1,2,28,77,0,10,0.5,0
1,0,2,0,4,113,1,6,0.5,0
1,0,2,1,131,81.3,0,4,0.5,0
2,0,0,3,304,89,0,11,0.5,1
2,0,1,0,21,88,1,11,0.5,1
3,0,0,2,87,126,2,12,0.5,0
2,1,1,2,11,129.75,1,7,0.5,0
2,0,1,2,76,98.25,2,10,0.5,0
2,0,0,1,0,79,0,2,0.5,0
2,0,1,4,87,103.5,1,7,0.5,0
2,0,0,3,141,109.8,1,6,0.5,1
1,0,0,1,14,184,2,9,0.5,0
2,0,0,2,14,82,0,9,0.5,0
2,0,2,1,9,85,1,10,0.5,0
2,0,0,4,323,112,1,5,0.5,1
2,0,0,1,56,120,0,6,0.5,0
2,0,0,2,245,75,0,6,0.5,1
2,0,1,2,4,93.17,1,4,0.5,0
2,0,0,1,51,146.92,1,10,0.5,0
2,1,0,4,113,68.3,1,3,0.5,0
2,0,0,2,5,190,2,10,0.5,0
2,2,2,5,36,177.77,1,9,0.5,0
3,0,1,4,71,115.6,0,6,0.5,1
2,0,1,3,290,73.95,0,12,0.5,1
2,0,2,1,87,117.9,1,8,0.5,1
2,0,1,4,190,110,0,6,0.5,1
3,0,1,4,112,146.7,1,8,0.5,0
2,0,2,1,131,94.5,0,8,0.5,1
2,1,0,3,172,108.9,0,10,0.5,1
2,0,0,4,43,85.5,0,8,0.5,0
2,0,1,3,69,110.08,1,4,0.5,0
2,0,7,17,188,90.95,1,7,0.5,1
2,0,2,2,56,185,0,9,0.5,0
3,0,0,1,15,81,1,12,0.5,0
2,0,0,4,99,73.95,0,3,0.5,1
1,0,0,3,2,91,0,10,0.5,0
2,0,0,3,208,85.5,0,8,0.5,1
1,0,2,5,7,73.9,0,1,0.5,0
2,0,2,3,147,143.1,2,9,0.5,0
2,0,1,2,145,115.32,0,8,0.5,0
2,0,2,1,80,140.4,1,5,0.5,0
2,0,1,2,105,110,0,10,0.5,1
2,0,1,0,146,103.5,1,8,0.5,1
2,0,2,6,184,65.29,1,10,0.5,0
2,0,0,3,40,85,0,10,0.5,0
2,0,0,2,28,136,1,10,0.5,0
2,0,0,2,89,87.3,1,4,0.5,0
1,0,1,3,124,99.45,0,5,0.5,0
2,1,2,1,30,85,0,3,0.5,0
2,0,0,2,298,75,0,5,0.5,1
2,0,2,0,17,74.1,1,9,0.5,0
3,0,0,4,8,130,1,2,0.5,0
2,0,0,1,5,130,3,8,0.5,0
2,0,1,3,205,80.75,0,8,0.5,1
1,0,1,2,219,76.67,0,9,0.5,0
2,0,0,3,14,126,0,4,0.5,1
1,0,0,1,113,108,1,10,0.5,0
1,0,1,0,46,97.2,2,11,0.5,0
2,0,0,4,152,83.83,1,6,0.5,0
2,0,0,2,30,140,0,6,0.5,0
1,2,2,3,9,176.42,2,8,0.5,0
2,0,0,1,0,91,0,2,0.5,0
2,0,2,1,159,114.3,0,8,0.5,1
2,0,1,2,83,126.9,3,6,0.5,0
2,0,1,2,10,105,0,10,0.5,1
2,0,0,3,71,95,0,9,0.5,0
2,0,2,2,134,65,0,12,0.5,0
2,0,0,2,125,79.2,1,11,0.5,0
1,0,0,4,5,80,0,2,0.5,0
2,0,2,3,276,61,0,5,0.5,1
1,0,2,2,163,100,0,6,0.5,1
2,1,0,1,5,119,0,3,0.5,0
2,0,2,1,250,72.08,2,7,0.5,0
2,0,1,1,301,115,1,7,0.5,1
2,0,1,2,305,89,0,11,0.5,1
2,0,0,2,18,150,0,6,0.5,1
2,0,1,1,7,85,0,8,0.5,0
3,0,1,3,178,127.93,2,8,0.5,1
2,2,2,1,54,180,1,3,0.5,0
2,0,0,1,47,125.1,1,9,0.5,0
2,0,2,1,170,70,1,4,0.5,0
2,0,2,2,24,129,3,10,0.5,0
2,0,1,3,157,76.5,1,7,0.5,1
1,0,2,1,44,85,0,4,0.5,0
2,0,1,0,0,89,0,5,0.5,0
2,0,0,1,0,0,1,3,0.5,0
2,0,0,1,43,97,1,11,0.5,0
2,0,2,6,6,77.78,0,11,0.5,1
2,0,1,3,50,135.9,1,9,0.5,1
2,0,2,4,35,166.58,2,9,0.5,0
2,2,0,1,19,174.25,0,10,0.5,0
2,0,2,1,96,94.5,0,7,0.5,0
2,2,0,1,85,186.3,0,6,0.5,1
1,0,0,1,15,65,0,10,0.5,0
2,0,0,2,256,115,1,6,0.5,1
2,0,0,3,37,89.3,0,2,0.5,0
2,0,0,4,110,70,1,12,0.5,0
2,0,2,3,15,142.6,1,10,0.5,0
3,0,1,4,92,92.65,0,11,0.5,0
2,0,2,2,221,72.75,1,8,0.5,0
2,0,0,1,8,0,0,10,0.5,0
2,0,2,1,34,96.3,0,5,0.5,0
1,0,2,2,8,94,0,10,0.5,0
2,0,1,3,152,76.58,1,5,0.5,1
2,0,2,1,67,32.71,0,11,0.5,0
1,0,0,2,64,130,0,5,0.5,0
3,0,1,2,80,147.9,3,7,0.5,0
2,0,0,2,186,118.8,1,8,0.5,1
2,0,0,3,87,118.8,2,10,0.5,0
2,0,2,3,86,72.25,1,11,0.5,0
2,0,1,1,4,77,1,12,0.5,0
2,0,0,2,39,101.5,0,8,0.5,0
1,0,0,1,0,110,1,9,1,0
2,0,0,4,209,90.95,1,8,0.5,1
2,0,1,1,18,77,2,1,0.5,0
2,0,0,1,0,87.78,0,9,0.5,0
2,0,1,2,121,90,0,6,0.5,1
1,0,0,2,1,70,0,8,0.5,1
2,0,1,3,62,70.78,1,7,0.5,0
2,0,0,4,58,85,1,8,0.5,0
3,0,2,0,100,146.7,2,7,0.5,0
1,0,1,0,6,106.4,0,9,0.5,0
2,0,2,3,38,105.12,2,10,0.5,0
1,0,2,1,24,104,1,12,0.5,0
2,1,1,3,17,141,3,6,0.5,0
2,0,1,3,213,99.71,2,10,0.5,0
2,0,4,5,63,88.4,2,12,0.5,0
2,0,1,2,84,75,0,5,0.5,0
2,0,1,2,193,120,0,6,0.5,1
2,0,2,5,8,78.3,0,1,0.5,0
1,0,2,4,69,120,0,6,0.5,1
2,0,1,3,112,107.95,1,5,0.5,0
2,0,0,2,32,125.1,1,7,1,0
2,0,2,3,268,80.75,0,10,0.5,0
2,0,1,0,104,108,1,10,0.5,1
2,0,2,0,54,103.5,0,7,0.5,1
3,0,0,3,6,137,0,3,0.5,1
2,2,0,2,56,177.3,2,7,0.5,0
2,0,0,1,63,109,1,6,0.5,0
3,0,0,3,55,131.4,2,3,0.5,0
1,0,0,1,1,66,0,2,1,0
2,0,0,1,8,151,1,7,0.5,1
2,0,0,2,145,118.8,0,7,0.5,0
1,0,0,1,6,85.5,0,6,0.5,1
2,0,1,2,14,75,0,10,0.5,0
2,0,2,5,177,99.45,1,8,0.5,0
2,0,2,2,18,111.75,0,10,0.5,0
2,0,0,3,69,94.5,0,4,0.5,1
2,0,0,4,111,85,0,12,0.5,1
2,0,0,2,11,102,1,1,0.5,0
2,0,2,2,66,106,0,1,0.5,0
1,0,1,1,155,113.4,0,10,0.5,1
1,0,1,0,51,65,0,5,0.83,0
2,0,0,3,1,152,2,9,0.5,0
2,0,0,1,2,2,0,2,0.5,0
2,1,0,2,33,143.1,0,3,0.5,1
2,0,0,3,99,114.3,1,6,0.5,0
2,1,0,3,103,97.92,0,9,0.5,0
2,0,2,1,135,132.3,0,10,0.5,1
2,0,1,4,75,80.75,0,4,0.5,0
2,0,0,1,0,80,0,12,1,0
2,0,1,2,233,90,0,10,0.5,1
2,0,1,1,113,75,0,6,0.5,0
2,0,2,5,277,89.14,1,9,0.5,0
2,0,2,1,252,106.3,0,10,0.5,1
2,0,0,3,190,165.6,0,9,0.5,1
1,0,0,2,2,140,0,10,0.5,0
1,0,0,1,2,67,0,5,1,0
1,0,1,1,59,131.4,1,8,0.5,0
2,0,2,5,157,132.3,0,10,0.5,1
2,0,1,2,18,88.29,1,11,0.5,0
2,1,1,3,93,109.35,0,7,0.5,1
3,0,0,1,50,158.4,1,10,0.5,0
2,0,1,2,104,138.6,2,9,0.5,0
2,0,0,2,257,101.5,0,7,0.5,1
2,0,2,1,101,109.83,2,8,0.5,0
2,0,0,4,195,99.95,0,8,0.5,1
2,0,1,2,228,72.22,0,5,0.5,1
2,0,1,1,3,78.3,1,1,0.5,0
2,0,1,3,5,66,0,2,0.5,0
2,0,0,2,135,90,1,6,0.5,0
1,0,0,1,181,98.1,1,10,0.5,1
2,0,1,3,18,91.38,0,12,0.5,0
2,1,1,0,1,101,0,3,0.5,0
2,0,2,3,72,132.6,0,5,0.5,1
2,0,1,0,13,85,1,3,0.5,0
2,0,1,1,174,70,0,10,0.5,1
2,0,1,1,75,75,0,12,0.5,0
2,0,1,3,5,138.5,1,4,0.5,0
1,0,2,4,69,120,0,6,0.5,1
2,0,0,3,1,105,3,8,0.5,0
2,1,1,2,68,90,2,4,0.5,0
2,0,0,4,42,133.03,1,11,0.5,0
1,0,0,2,164,100,0,10,0.5,0
2,0,1,3,48,112,0,11,0.5,0
2,0,0,1,180,70,0,10,0.5,1
2,0,1,3,4,81.6,2,12,0.5,0
2,0,2,2,47,85,0,3,0.5,1
1,0,0,2,188,130,0,6,0.5,1
2,0,0,1,35,125.1,1,8,0.5,1
2,0,1,2,161,130,0,3,0.5,1
2,0,1,1,75,89.28,0,6,0.5,0
2,0,0,2,7,150,1,8,0.5,0
2,0,0,1,5,144,0,7,0.5,0
2,0,0,2,322,52,0,12,0.5,0
2,1,0,2,35,100.1,1,3,0.5,1
3,0,0,3,8,113,2,9,0.5,0
1,0,0,2,256,90,0,6,0.5,0
2,0,1,0,179,114.3,0,8,0.5,1
1,0,2,0,10,149,0,9,0.5,1
3,0,2,2,1,127,1,2,0.5,0
2,0,0,1,13,97,1,1,0.5,0
2,0,1,3,136,107.95,0,5,0.5,0
2,0,2,0,223,89.25,2,10,0.5,0
3,0,1,2,70,128.7,2,4,0.5,0
2,0,2,1,45,60,0,1,0.5,0
2,0,1,2,34,103.5,1,10,0.5,0
2,0,0,2,31,112.59,2,9,0.5,0
1,0,0,2,188,130,0,6,0.5,1
2,0,2,2,111,88.4,2,12,0.5,0
2,0,1,1,159,70,1,4,0.5,0
2,0,0,4,77,118.8,1,7,0.5,0
1,0,1,4,4,86,1,1,0.5,0
2,0,2,0,34,138,1,10,0.5,0
1,0,0,2,62,115.04,1,9,0.5,0
2,0,0,4,100,140,1,9,0.5,0
1,0,1,1,20,89,0,4,0.5,1
2,0,2,2,3,135,1,10,0.5,0
2,0,0,4,92,70,0,10,0.5,0
2,0,0,2,88,90,1,10,0.5,0
2,0,1,3,1,99,0,1,0.5,0
2,2,1,4,32,152.3,0,2,0.5,0
2,0,0,3,88,117,1,5,0.5,0
2,0,2,3,189,90.95,1,7,0.5,0
1,0,1,0,0,84,0,11,0.5,0
2,0,0,3,3,79.77,1,3,0.5,0
2,0,2,2,16,89.89,1,12,0.5,0
2,0,0,1,50,89.1,0,10,0.5,1
2,0,1,2,89,72.25,2,11,0.5,0
2,0,0,1,31,78,3,5,0.5,0
1,2,4,9,30,186.22,1,11,0.5,1
2,0,2,0,146,95,0,4,0.5,1
2,0,0,2,35,95,0,5,0.5,0
2,0,0,2,139,96.3,0,8,0.5,1
1,0,0,2,85,90,0,9,0.5,0
2,0,0,4,178,89.25,0,8,0.5,1
1,0,2,0,3,150,2,10,0.5,0
2,0,0,1,2,118,2,6,0.5,0
2,0,1,1,97,80.75,0,5,0.5,0
1,0,0,1,1,159,0,8,0.5,0
2,0,0,2,137,118.8,1,8,0.5,0
2,0,2,2,76,82.45,0,3,0.5,0
2,0,0,2,0,139,2,8,0.5,0
1,0,0,3,3,56,1,3,1,0
2,0,2,3,83,108.9,1,7,0.5,0
2,0,0,2,63,116,0,9,0.5,0
2,0,2,3,8,77.35,1,12,0.5,0
3,0,0,1,6,167,1,4,0.5,0
3,0,0,2,15,130,1,2,0.5,0
2,0,2,2,124,140.15,0,11,0.5,0
2,0,1,2,233,90,0,10,0.5,1
2,0,0,2,317,120,0,9,0.5,1
1,0,1,2,219,76.67,0,9,0.5,0
3,0,2,1,25,154,0,12,0.5,1
1,0,6,16,31,98.93,1,3,0.5,1
2,0,1,1,25,70,0,1,0.5,0
1,0,1,1,88,90.6,0,10,0.5,0
2,0,0,2,15,90,1,8,0.5,0
2,0,1,4,148,96.3,0,8,0.5,1
2,0,0,2,17,80,1,3,0.5,0
2,0,1,2,273,95,0,5,0.5,1
1,0,1,2,180,120,0,10,0.5,1
2,0,0,3,116,129.6,2,9,0.5,0
1,0,2,5,1,110,0,9,0.5,0
2,0,2,3,192,19.15,0,9,0.5,1
2,0,0,3,17,92.67,0,12,0.5,0
2,0,1,1,14,136,2,10,0.5,0
2,0,0,2,346,115,1,9,0.5,1
2,0,0,3,19,90,0,10,0,0
2,0,0,3,104,75,0,12,0.5,0
1,0,0,1,3,45,2,5,0.5,0
2,0,0,2,93,80.75,1,6,0.5,0
2,0,0,2,377,115,1,10,0.5,1
2,0,1,2,19,60.83,1,3,0.5,0
2,0,2,1,3,116.4,0,10,0.5,0
1,0,0,3,37,95,0,10,0.5,0
1,0,0,3,71,85,0,9,0.5,0
2,0,2,2,136,113.05,1,5,0.5,0
2,0,1,3,23,119,1,9,0.5,1
2,0,2,5,166,117.18,0,6,0.5,1
2,0,1,1,247,115,1,6,0.5,1
2,0,2,2,213,102.85,2,10,0.5,1
2,0,2,0,36,94.35,0,6,0.5,1
2,0,0,3,42,94.5,1,10,0.5,0
2,0,0,1,72,108,0,9,0.5,0
2,0,0,3,304,89,0,11,0.5,1
2,0,2,0,30,94.5,1,9,0.5,0
1,0,1,1,3,88,0,12,0.5,0
3,0,0,3,8,92.67,2,2,0.67,0
1,0,0,2,33,85.5,2,9,0.5,0
2,0,2,3,105,90.95,0,6,0.5,0
2,0,1,0,1,127,1,6,0.5,0
2,0,2,2,54,191.2,1,10,0.5,0
2,1,2,0,62,152.1,1,9,0.5,0
2,0,2,5,66,68,1,12,0.5,0
2,0,1,0,150,85.5,1,6,0.5,1
2,0,0,2,346,115,1,9,0.5,1
2,0,0,4,8,83,1,1,0.5,0
2,0,1,1,61,72.24,1,10,0.5,0
2,0,0,2,211,100,0,5,0.5,1
1,0,1,1,26,95,2,9,0.5,0
2,0,2,4,195,0,1,7,0.5,0
1,0,2,1,66,89.1,0,4,0.5,1
2,0,2,1,177,104.4,2,10,0.5,1
1,0,0,2,298,76,0,5,0.5,0
2,0,1,4,47,120.95,2,1,0.5,0
2,0,0,3,1,119,0,5,0.5,0
2,0,2,4,195,72,0,12,0.5,0
2,0,1,1,44,112,1,11,0.5,0
3,0,2,2,148,115.6,1,12,0.5,0
2,0,1,3,184,96.3,2,10,0.5,0
2,0,2,1,145,94.5,0,8,0.5,0
1,0,1,0,7,80,0,10,0.5,0
2,0,0,3,17,82.08,0,10,0.5,0
0,2,2,2,7,85.96,1,3,0.5,1
1,0,0,2,37,85.5,0,9,0.5,0
2,0,0,4,54,86.58,0,3,0.5,0
2,0,0,2,10,140,1,4,0.5,0
2,0,1,0,3,110,0,10,1,0
2,0,0,1,23,80,0,3,0.5,0
2,0,2,6,69,123.98,0,9,0.5,1
2,0,0,2,346,115,1,9,0.5,1
2,0,0,3,41,82.45,0,2,0.5,1
2,0,0,1,56,120,0,6,0.5,0
2,0,0,1,2,102,1,2,0.5,0
2,0,1,2,40,67.76,1,11,0.5,0
2,0,2,3,45,72,0,12,0.5,0
3,0,1,2,50,126,0,11,0.5,1
2,0,2,1,124,94.5,0,8,0.5,0
2,0,1,2,169,105.3,1,8,0.5,1
2,0,2,2,117,95.2,1,4,0.5,0
2,0,1,4,336,78,0,9,0.5,0
2,0,2,3,13,99,2,8,0.5,0
2,0,1,4,122,99.45,1,5,0.5,0
1,0,0,1,2,95,1,4,0.5,0
2,0,2,1,104,80.75,0,9,0.5,0
3,0,1,1,145,202.5,0,10,0.5,1
2,0,2,1,36,108.9,1,6,0.5,0
2,0,1,1,2,102,1,2,0.5,0
2,1,1,3,4,109.23,3,11,0.5,0
1,0,0,3,271,95,0,9,0.5,1
2,0,2,5,177,93.38,1,7,0.5,0
3,0,0,3,166,137.7,0,8,0.5,1
2,0,2,4,5,104.5,0,12,0.5,0
2,0,0,3,42,95,0,9,0.5,0
2,0,0,2,11,87,1,1,0.5,0
2,0,0,2,2,134,1,3,0.5,0
2,0,2,5,181,112.2,1,8,0.5,1
2,0,0,3,304,89,0,11,0.5,1
2,0,2,4,44,74.8,0,11,0.5,1
2,2,2,5,77,111.72,1,3,0.5,0
1,0,2,4,69,120,0,6,0.5,1
1,0,2,2,54,66.5,0,10,0.5,0
2,0,1,1,251,73.35,1,11,0.5,0
3,0,0,2,36,55.09,1,12,0.5,0
2,1,2,1,45,124.6,1,7,0.5,1
1,0,1,2,18,112.33,0,4,0.5,1
2,0,1,2,159,144,0,9,0.5,1
